Sensor	px_state	py_state	vx_state	vy_state	NIS_value	RMSE[0]	RMSE[1]	RMSE[2]	RMSE[3]
  L		-17.954		-9.534		-4.919		0.127		0.769		0.121	0.093	0.307	0.244
  R		-18.188		-9.515		-4.798		0.251		0.723		0.120	0.093	0.306	0.243
  L		-18.391		-9.535		-4.724		0.286		1.137		0.118	0.093	0.305	0.242
  R		-18.629		-9.521		-4.832		0.384		1.772		0.117	0.092	0.303	0.241
  L		-18.886		-9.498		-4.853		0.496		0.269		0.116	0.091	0.302	0.240
  R		-19.116		-9.460		-4.878		0.613		3.920		0.115	0.091	0.300	0.240
  L		-19.367		-9.348		-4.875		0.853		3.826		0.114	0.091	0.299	0.239
  R		-19.591		-9.289		-4.700		0.965		1.379		0.113	0.092	0.297	0.237
  L		-19.851		-9.165		-4.723		1.206		2.499		0.112	0.095	0.296	0.236
  R		-20.085		-9.076		-4.676		1.361		5.466		0.110	0.099	0.294	0.235
  L		-20.251		-9.168		-4.507		1.170		11.896		0.110	0.099	0.293	0.235
  R		-20.494		-9.120		-4.592		1.271		1.679		0.109	0.098	0.292	0.235
  L		-20.719		-9.021		-4.558		1.424		0.818		0.108	0.098	0.290	0.235
  R		-20.963		-8.942		-4.532		1.537		2.570		0.107	0.097	0.289	0.234
  L		-21.157		-8.870		-4.436		1.610		1.042		0.106	0.096	0.287	0.235
  R		-21.390		-8.786		-4.388		1.707		1.955		0.105	0.095	0.286	0.235
  L		-21.578		-8.752		-4.285		1.699		1.279		0.105	0.094	0.285	0.237
  R		-21.758		-8.645		-4.014		1.754		5.546		0.105	0.094	0.284	0.240
  L		-21.960		-8.558		-3.979		1.841		0.028		0.106	0.093	0.284	0.244
  R		-22.173		-8.449		-4.076		2.000		2.371		0.106	0.093	0.283	0.246
  L		-22.414		-8.335		-4.104		2.133		1.576		0.106	0.093	0.281	0.249
  R		-22.600		-8.232		-3.977		2.187		0.735		0.106	0.093	0.280	0.252
  L		-22.861		-7.985		-4.054		2.558		7.270		0.105	0.092	0.279	0.251
  R		-23.041		-7.863		-3.781		2.548		3.938		0.104	0.091	0.277	0.252
  L		-23.285		-7.670		-3.825		2.797		2.913		0.103	0.091	0.276	0.251
  R		-23.486		-7.518		-3.858		2.960		1.252		0.102	0.090	0.275	0.250
  L		-23.653		-7.375		-3.738		3.025		0.685		0.101	0.089	0.274	0.249
  R		-23.845		-7.211		-3.686		3.149		0.840		0.100	0.088	0.273	0.248
  L		-23.998		-7.120		-3.543		3.081		1.557		0.099	0.087	0.272	0.249
  R		-24.164		-6.950		-3.405		3.157		2.197		0.098	0.087	0.271	0.249
  L		-24.341		-6.685		-3.355		3.459		4.222		0.097	0.086	0.270	0.248
  R		-24.503		-6.523		-3.178		3.461		3.649		0.096	0.085	0.268	0.247
  L		-24.592		-6.399		-2.963		3.386		4.799		0.096	0.085	0.267	0.248
  R		-24.728		-6.224		-2.850		3.453		0.397		0.096	0.084	0.266	0.249
  L		-24.924		-5.990		-2.861		3.694		3.151		0.095	0.083	0.265	0.249
  R		-25.054		-5.792		-2.742		3.783		2.044		0.094	0.083	0.263	0.248
  L		-25.186		-5.615		-2.637		3.823		0.057		0.093	0.082	0.262	0.248
  R		-25.339		-5.419		-2.623		3.960		1.004		0.092	0.081	0.261	0.247
  L		-25.492		-5.174		-2.564		4.146		0.737		0.091	0.081	0.260	0.246
  R		-25.620		-4.987		-2.518		4.216		6.170		0.090	0.080	0.260	0.244
  L		-25.728		-4.821		-2.379		4.163		0.507		0.090	0.080	0.260	0.244
  R		-25.850		-4.606		-2.309		4.263		0.278		0.089	0.080	0.260	0.242
  L		-25.968		-4.348		-2.212		4.425		0.459		0.088	0.079	0.260	0.241
  R		-26.078		-4.136		-2.015		4.368		10.917		0.088	0.078	0.260	0.240
  L		-26.178		-3.832		-1.908		4.621		1.790		0.088	0.078	0.259	0.239
  R		-26.253		-3.608		-1.682		4.562		3.992		0.088	0.077	0.258	0.238
  L		-26.286		-3.345		-1.484		4.661		4.877		0.087	0.077	0.257	0.237
  R		-26.335		-3.109		-1.280		4.649		1.227		0.087	0.077	0.256	0.236
  L		-26.361		-2.886		-1.097		4.640		1.844		0.086	0.077	0.255	0.235
  R		-26.415		-2.666		-0.961		4.633		1.197		0.085	0.076	0.254	0.234
  L		-26.482		-2.544		-0.864		4.390		4.467		0.084	0.076	0.252	0.235
  R		-26.534		-2.313		-0.766		4.458		0.839		0.083	0.076	0.251	0.235
  L		-26.582		-2.119		-0.659		4.406		0.590		0.082	0.077	0.250	0.237
  R		-26.610		-1.889		-0.550		4.461		2.050		0.082	0.078	0.249	0.238
  L		-26.613		-1.617		-0.392		4.592		1.584		0.081	0.078	0.247	0.238
  R		-26.612		-1.400		-0.221		4.550		1.776		0.080	0.079	0.246	0.238
  L		-26.617		-1.161		-0.085		4.584		0.040		0.079	0.080	0.245	0.238
  R		-26.643		-0.945		0.008		4.559		4.844		0.079	0.082	0.244	0.239
  L		-26.655		-0.667		0.127		4.693		0.734		0.078	0.082	0.243	0.238
  R		-26.644		-0.421		0.286		4.726		2.407		0.077	0.082	0.242	0.237
  L		-26.602		-0.087		0.486		4.967		2.725		0.076	0.082	0.241	0.236
  R		-26.582		0.163		0.632		4.966		2.758		0.076	0.081	0.240	0.236
  L		-26.557		0.477		0.785		5.123		0.930		0.075	0.081	0.240	0.236
  R		-26.540		0.722		0.865		5.058		1.706		0.074	0.081	0.239	0.237
  L		-26.528		1.007		0.967		5.121		2.317		0.073	0.082	0.238	0.238
  R		-26.486		1.281		1.054		5.105		7.285		0.073	0.084	0.237	0.239
  L		-26.427		1.490		1.178		4.958		0.381		0.072	0.085	0.236	0.239
  R		-26.388		1.691		1.230		4.774		9.154		0.072	0.086	0.235	0.238
  L		-26.332		1.874		1.321		4.599		0.532		0.071	0.085	0.234	0.237
  R		-26.266		2.098		1.435		4.548		0.167		0.071	0.084	0.232	0.236
  L		-26.204		2.268		1.509		4.364		0.633		0.070	0.084	0.231	0.236
  R		-26.142		2.471		1.557		4.237		1.264		0.071	0.083	0.231	0.238
  L		-26.057		2.731		1.697		4.316		0.424		0.071	0.082	0.230	0.237
  R		-25.968		2.954		1.856		4.339		2.293		0.071	0.081	0.228	0.237
  L		-25.857		3.267		2.045		4.530		1.735		0.071	0.081	0.227	0.236
  R		-25.774		3.495		2.115		4.465		2.348		0.072	0.081	0.226	0.235
  L		-25.670		3.686		2.207		4.333		0.182		0.072	0.080	0.225	0.233
  R		-25.556		3.887		2.308		4.239		1.032		0.073	0.080	0.224	0.232
  L		-25.493		4.046		2.303		4.046		3.745		0.075	0.079	0.223	0.232
  R		-25.373		4.238		2.402		3.963		0.488		0.078	0.079	0.223	0.232
  L		-25.209		4.481		2.597		4.017		2.108		0.079	0.078	0.222	0.232
  R		-25.061		4.665		2.657		3.862		8.915		0.080	0.077	0.221	0.232
  L		-24.943		4.860		2.732		3.798		0.490		0.081	0.077	0.220	0.232
  R		-24.789		5.046		2.836		3.711		2.229		0.082	0.076	0.219	0.232
  L		-24.615		5.281		3.014		3.759		1.088		0.082	0.076	0.218	0.231
  R		-24.444		5.470		3.199		3.739		0.691		0.082	0.075	0.217	0.230
  L		-24.256		5.650		3.335		3.649		1.107		0.081	0.074	0.216	0.230
  R		-24.092		5.816		3.454		3.559		3.199		0.081	0.074	0.216	0.229
  L		-23.920		5.975		3.531		3.432		0.068		0.080	0.074	0.215	0.229
  R		-23.780		6.132		3.363		3.173		4.360		0.080	0.075	0.214	0.231
  L		-23.616		6.287		3.432		3.081		0.051		0.080	0.076	0.214	0.234
  R		-23.473		6.434		3.383		2.925		1.639		0.081	0.078	0.214	0.238
  L		-23.232		6.688		3.647		3.074		5.081		0.080	0.078	0.212	0.239
  R		-23.044		6.816		3.664		2.906		5.365		0.080	0.079	0.212	0.240
  L		-22.823		7.003		3.825		2.908		1.162		0.079	0.079	0.211	0.241
  R		-22.614		7.140		3.951		2.822		1.304		0.078	0.079	0.210	0.242
  L		-22.429		7.284		3.996		2.729		0.382		0.078	0.080	0.209	0.243
  R		-22.194		7.433		4.271		2.735		1.964		0.077	0.081	0.209	0.243
  L		-22.010		7.591		4.294		2.670		2.352		0.076	0.082	0.209	0.243
  R		-21.831		7.742		4.136		2.518		6.345		0.075	0.082	0.208	0.244
  L		-21.622		7.886		4.207		2.459		0.205		0.075	0.082	0.207	0.245
  R		-21.440		8.002		4.143		2.316		1.799		0.074	0.083	0.206	0.247
  L		-21.224		8.042		4.167		2.088		3.539		0.074	0.087	0.206	0.251
  R		-21.045		8.156		3.966		1.924		5.944		0.074	0.092	0.208	0.257
  L		-20.866		8.310		4.005		1.926		4.005		0.075	0.095	0.211	0.261
  R		-20.623		8.427		4.249		1.924		4.746		0.076	0.098	0.211	0.264
  L		-20.359		8.582		4.417		1.944		2.127		0.075	0.100	0.210	0.266
  R		-20.177		8.679		4.202		1.783		2.299		0.076	0.102	0.211	0.268
  L		-19.977		8.787		4.228		1.725		0.734		0.077	0.104	0.213	0.270
  R		-19.797		8.867		4.061		1.579		1.327		0.081	0.107	0.219	0.274
  L		-19.571		8.958		4.143		1.521		0.411		0.084	0.110	0.223	0.277
  R		-19.334		9.056		4.283		1.491		5.136		0.087	0.113	0.226	0.279
  L		-19.028		9.177		4.513		1.502		6.881		0.087	0.116	0.226	0.280
  R		-18.822		9.246		4.483		1.395		1.568		0.089	0.118	0.226	0.282
  L		-18.551		9.367		4.623		1.404		1.679		0.089	0.120	0.226	0.283
  R		-18.282		9.416		4.867		1.312		4.203		0.089	0.123	0.225	0.283
  L		-17.966		9.564		5.069		1.377		4.016		0.088	0.123	0.225	0.283
  R		-17.730		9.643		4.861		1.269		3.833		0.087	0.124	0.223	0.283
  L		-17.444		9.762		4.992		1.289		1.572		0.086	0.124	0.223	0.282
  R		-17.201		9.835		4.976		1.213		0.666		0.086	0.123	0.222	0.281
  L		-16.919		9.966		5.091		1.259		2.091		0.085	0.122	0.221	0.280
  R		-16.669		10.030		5.061		1.173		0.136		0.085	0.121	0.220	0.278
  L		-16.419		10.138		5.093		1.178		2.126		0.085	0.120	0.219	0.277
  R		-16.165		10.205		5.110		1.114		0.628		0.085	0.119	0.219	0.276
  L		-15.936		10.232		5.060		0.979		0.458		0.084	0.118	0.218	0.274
  R		-15.698		10.285		4.971		0.899		0.441		0.084	0.116	0.217	0.273
  L		-15.487		10.283		4.888		0.738		1.008		0.083	0.116	0.216	0.273
  R		-15.175		10.329		5.229		0.693		7.615		0.082	0.115	0.216	0.273
  L		-14.910		10.388		5.258		0.650		0.444		0.082	0.114	0.215	0.272
  R		-14.683		10.404		4.950		0.533		6.195		0.082	0.114	0.215	0.272
  L		-14.446		10.380		4.917		0.374		1.503		0.081	0.114	0.214	0.274
  R		-14.189		10.400		4.947		0.296		0.565		0.080	0.116	0.214	0.275
  L		-13.870		10.549		5.142		0.440		9.475		0.081	0.115	0.213	0.275
  R		-13.635		10.586		4.920		0.390		2.279		0.081	0.114	0.213	0.275
  L		-13.385		10.595		4.929		0.304		0.143		0.080	0.113	0.213	0.274
  R		-13.128		10.613		4.975		0.241		0.334		0.080	0.112	0.212	0.275
  L		-12.869		10.707		5.027		0.303		5.520		0.080	0.111	0.211	0.274
  R		-12.617		10.742		4.959		0.274		1.993		0.080	0.110	0.211	0.273
  L		-12.381		10.721		4.926		0.155		0.724		0.079	0.109	0.211	0.273
  R		-12.143		10.739		4.819		0.113		0.823		0.079	0.108	0.213	0.273
  L		-11.888		10.809		4.868		0.152		3.435		0.078	0.107	0.214	0.272
  R		-11.620		10.822		4.903		0.108		3.024		0.077	0.106	0.215	0.271
  L		-11.386		10.845		4.887		0.077		0.736		0.076	0.105	0.216	0.271
  R		-11.098		10.812		5.311		-0.071		7.219		0.076	0.104	0.215	0.271
  L		-10.784		10.798		5.411		-0.151		2.526		0.076	0.103	0.215	0.272
  R		-10.530		10.796		5.307		-0.199		0.448		0.076	0.103	0.214	0.274
  L		-10.296		10.792		5.240		-0.256		1.112		0.076	0.102	0.213	0.275
  R		-10.075		10.820		4.851		-0.212		6.653		0.075	0.101	0.215	0.276
  L		-9.811		10.870		4.915		-0.172		3.049		0.075	0.100	0.216	0.276
  R		-9.598		10.842		4.816		-0.254		3.353		0.074	0.100	0.218	0.277
  L		-9.328		10.874		4.889		-0.236		1.525		0.073	0.099	0.219	0.278
  R		-9.099		10.845		4.795		-0.303		2.158		0.073	0.098	0.221	0.279
  L		-8.823		10.883		4.886		-0.270		2.124		0.072	0.097	0.222	0.279
  R		-8.597		10.836		4.810		-0.363		5.574		0.072	0.097	0.225	0.281
  L		-8.440		10.767		4.605		-0.488		2.886		0.075	0.097	0.231	0.284
  R		-8.207		10.764		4.532		-0.491		1.752		0.079	0.099	0.240	0.287
  L		-7.837		10.819		4.864		-0.413		8.620		0.079	0.098	0.241	0.289
  R		-7.594		10.807		4.731		-0.413		2.524		0.079	0.098	0.244	0.290
  L		-7.299		10.805		4.863		-0.421		1.294		0.079	0.098	0.245	0.292
  R		-7.100		10.814		4.563		-0.374		4.389		0.080	0.098	0.252	0.293
